code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,submitted_count,mean_score,on_time_rate,assessment_type_count,available_assessments,total_clicks,active_days,activity_type_count,submission_ratio,persisted,imd_num,Disabled,Low-IMD,Low prior education,Repeat attempt,signature,adverse_outcome
BBB,2013B,363416,F,London Region,Lower Than A Level,30-40%,0-35,0,240,N,Pass,6.0,,11.0,79.81818181818181,0.36363636363636365,2.0,12,316.0,39.0,6.0,0.9166666666666666,1,30.0,False,False,True,False,medium|broad|complete|mostly_late|persisted,0
BBB,2013B,363660,M,South East Region,A Level or Equivalent,70-80%,35-55,1,180,N,Distinction,-88.0,,11.0,89.81818181818181,0.5454545454545454,2.0,12,3713.0,184.0,9.0,0.9166666666666666,1,70.0,False,False,False,True,high|broad|complete|mostly_on_time|persisted,0
BBB,2013B,364323,F,Yorkshire Region,HE Qualification,70-80%,35-55,0,120,N,Withdrawn,-16.0,5.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,70.0,False,False,False,False,none|none|none|none|withdrew,1
BBB,2013B,365439,F,South East Region,HE Qualification,60-70%,0-35,0,120,N,Fail,-61.0,,3.0,82.33333333333333,0.3333333333333333,2.0,12,275.0,21.0,7.0,0.25,1,60.0,False,False,False,False,medium|broad|partial|mostly_late|persisted,1
BBB,2013B,365452,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,Y,Pass,-102.0,,10.0,84.0,0.2,2.0,12,998.0,74.0,9.0,0.8333333333333334,1,60.0,True,False,True,False,high|broad|complete|mostly_late|persisted,0
BBB,2013B,365488,F,Wales,A Level or Equivalent,60-70%,0-35,1,60,N,Fail,-83.0,,3.0,80.66666666666667,0.0,2.0,12,62.0,8.0,5.0,0.25,1,60.0,False,False,False,True,low|moderate|partial|mostly_late|persisted,1
BBB,2013B,365707,F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,-27.0,,11.0,90.18181818181819,0.5454545454545454,2.0,12,1944.0,135.0,8.0,0.9166666666666666,1,90.0,False,False,False,False,high|broad|complete|mostly_on_time|persisted,0
BBB,2013B,366821,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-46.0,,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,1,20.0,False,True,True,False,none|none|none|none|persisted,1
BBB,2013B,367304,F,London Region,A Level or Equivalent,10-20,0-35,2,60,N,Fail,-30.0,,5.0,48.8,0.4,1.0,12,62.0,8.0,6.0,0.4166666666666667,1,10.0,False,True,False,True,low|broad|partial|mostly_late|persisted,1
BBB,2013B,367348,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-36.0,,4.0,75.75,0.25,2.0,12,109.0,13.0,5.0,0.3333333333333333,1,10.0,False,True,True,False,medium|moderate|partial|mostly_late|persisted,1
BBB,2013B,367609,M,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Pass,-53.0,,11.0,89.36363636363636,0.5454545454545454,2.0,12,1816.0,97.0,10.0,0.9166666666666666,1,0.0,False,True,True,False,high|broad|complete|mostly_on_time|persisted,0
BBB,2013B,368439,F,London Region,Lower Than A Level,10-20,0-35,1,60,N,Fail,-136.0,,0.0,0.0,0.0,0.0,12,22.0,2.0,5.0,0.0,1,10.0,False,True,True,True,low|moderate|none|none|persisted,1
BBB,2013B,369212,F,South West Region,A Level or Equivalent,50-60%,35-55,1,60,N,Withdrawn,-61.0,27.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,50.0,False,False,False,True,none|none|none|none|withdrew,1
BBB,2013B,370302,M,North Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail,-60.0,,9.0,57.55555555555556,0.4444444444444444,2.0,12,351.0,54.0,6.0,0.75,1,70.0,False,False,True,False,medium|broad|complete|mostly_late|persisted,1
BBB,2013B,370720,F,London Region,Lower Than A Level,0-10%,0-35,1,120,N,Fail,-50.0,,9.0,72.66666666666667,0.5555555555555556,2.0,12,194.0,11.0,6.0,0.75,1,0.0,False,True,True,True,medium|broad|complete|mostly_on_time|persisted,1
BBB,2013B,371679,F,South East Region,Lower Than A Level,70-80%,0-35,2,120,N,Pass,-42.0,,11.0,89.0,0.5454545454545454,2.0,12,560.0,62.0,7.0,0.9166666666666666,1,70.0,False,False,True,True,high|broad|complete|mostly_on_time|persisted,0
BBB,2013B,372624,F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,300,Y,Withdrawn,-83.0,-73.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,0.0,True,True,True,True,none|none|none|none|withdrew,1
BBB,2013B,374102,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,Y,Fail,-50.0,,7.0,70.28571428571429,0.42857142857142855,2.0,12,276.0,36.0,8.0,0.5833333333333334,1,0.0,True,True,True,False,medium|broad|partial|mostly_late|persisted,1
BBB,2013B,374234,F,South Region,HE Qualification,80-90%,35-55,1,120,N,Pass,-55.0,,10.0,92.3,0.4,2.0,12,1200.0,91.0,9.0,0.8333333333333334,1,80.0,False,False,False,True,high|broad|complete|mostly_late|persisted,0
BBB,2013B,375312,F,Wales,Lower Than A Level,50-60%,35-55,1,180,N,Withdrawn,-42.0,9.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,50.0,False,False,True,True,none|none|none|none|withdrew,1
BBB,2013B,376617,M,West Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-23.0,,7.0,76.71428571428571,0.2857142857142857,2.0,12,525.0,55.0,7.0,0.5833333333333334,1,30.0,False,False,True,False,high|broad|partial|mostly_late|persisted,0
BBB,2013B,377695,F,South West Region,A Level or Equivalent,40-50%,0-35,0,180,N,Withdrawn,-155.0,-73.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,40.0,False,False,False,False,none|none|none|none|withdrew,1
BBB,2013B,377759,F,London Region,A Level or Equivalent,20-30%,35-55,1,120,Y,Pass,-144.0,,6.0,84.33333333333333,0.5,2.0,12,9151.0,216.0,9.0,0.5,1,20.0,True,True,False,True,high|broad|partial|mostly_on_time|persisted,0
BBB,2013B,377846,M,East Anglian Region,Lower Than A Level,0-10%,35-55,0,150,N,Pass,-23.0,,11.0,76.0909090909091,0.5454545454545454,2.0,12,4736.0,206.0,9.0,0.9166666666666666,1,0.0,False,True,True,False,high|broad|complete|mostly_on_time|persisted,0
BBB,2013B,377905,F,East Midlands Region,Lower Than A Level,30-40%,0-35,2,150,N,Fail,-45.0,,4.0,79.0,0.25,2.0,12,542.0,44.0,6.0,0.3333333333333333,1,30.0,False,False,True,True,high|broad|partial|mostly_late|persisted,1
BBB,2013B,378462,F,South West Region,A Level or Equivalent,80-90%,35-55,0,120,N,Pass,-15.0,,10.0,83.6,0.2,2.0,12,608.0,22.0,6.0,0.8333333333333334,1,80.0,False,False,False,False,high|broad|complete|mostly_late|persisted,0
BBB,2013B,378543,M,South East Region,HE Qualification,90-100%,0-35,0,120,N,Pass,-16.0,,11.0,84.45454545454545,0.5454545454545454,2.0,12,560.0,38.0,6.0,0.9166666666666666,1,90.0,False,False,False,False,high|broad|complete|mostly_on_time|persisted,0
BBB,2013B,378721,F,Wales,Lower Than A Level,10-20,35-55,0,120,N,Withdrawn,-123.0,130.0,3.0,69.33333333333333,0.3333333333333333,2.0,12,109.0,12.0,7.0,0.25,0,10.0,False,True,True,False,medium|broad|partial|mostly_late|withdrew,1
BBB,2013B,379402,F,Ireland,A Level or Equivalent,80-90%,0-35,1,105,N,Fail,-66.0,,3.0,86.66666666666667,0.3333333333333333,2.0,12,294.0,10.0,6.0,0.25,1,80.0,False,False,False,True,medium|broad|partial|mostly_late|persisted,1
BBB,2013B,379405,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,120,N,Withdrawn,-169.0,-30.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,30.0,False,False,False,False,none|none|none|none|withdrew,1
BBB,2013B,380151,F,London Region,A Level or Equivalent,10-20,0-35,0,60,Y,Withdrawn,-16.0,121.0,0.0,0.0,0.0,0.0,12,20.0,2.0,4.0,0.0,0,10.0,True,True,False,False,low|moderate|none|none|withdrew,1
BBB,2013B,381640,F,South East Region,HE Qualification,60-70%,0-35,0,135,N,Fail,-137.0,,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,1,60.0,False,False,False,False,none|none|none|none|persisted,1
BBB,2013B,381722,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,150,N,Withdrawn,-52.0,53.0,1.0,73.0,1.0,1.0,12,106.0,13.0,6.0,0.08333333333333333,0,40.0,False,False,False,False,medium|broad|partial|mostly_on_time|withdrew,1
BBB,2013B,383828,F,East Anglian Region,HE Qualification,80-90%,0-35,1,180,N,Withdrawn,-99.0,13.0,0.0,0.0,0.0,0.0,12,29.0,3.0,4.0,0.0,0,80.0,False,False,False,True,low|moderate|none|none|withdrew,1
BBB,2013B,384678,M,London Region,HE Qualification,80-90%,0-35,0,60,N,Fail,-22.0,,6.0,78.5,0.16666666666666666,2.0,12,602.0,66.0,9.0,0.5,1,80.0,False,False,False,False,high|broad|partial|mostly_late|persisted,1
BBB,2013B,384909,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,120,N,Withdrawn,-88.0,145.0,5.0,72.0,0.4,2.0,12,113.0,10.0,7.0,0.4166666666666667,0,60.0,False,False,False,False,medium|broad|partial|mostly_late|withdrew,1
BBB,2013B,385034,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,-85.0,66.0,3.0,65.66666666666667,0.6666666666666666,2.0,12,251.0,25.0,6.0,0.25,0,50.0,False,False,False,False,medium|broad|partial|mostly_on_time|withdrew,1
BBB,2013B,386348,M,East Midlands Region,Lower Than A Level,20-30%,35-55,1,120,Y,Pass,-18.0,,9.0,90.44444444444444,0.3333333333333333,2.0,12,1806.0,148.0,8.0,0.75,1,20.0,True,True,True,True,high|broad|complete|mostly_late|persisted,0
BBB,2013B,386957,F,Wales,Lower Than A Level,10-20,0-35,0,60,N,Fail,-53.0,,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,1,10.0,False,True,True,False,none|none|none|none|persisted,1
BBB,2013B,387276,F,North Western Region,Lower Than A Level,50-60%,35-55,1,180,N,Withdrawn,-88.0,-80.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,50.0,False,False,True,True,none|none|none|none|withdrew,1
BBB,2013B,387702,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-24.0,,2.0,66.0,0.5,1.0,12,185.0,13.0,6.0,0.16666666666666666,1,0.0,False,True,False,False,medium|broad|partial|mostly_on_time|persisted,1
BBB,2013B,388014,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-276.0,-209.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,10.0,False,True,False,False,none|none|none|none|withdrew,1
BBB,2013B,388205,F,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,-6.0,,5.0,62.2,0.4,2.0,12,251.0,40.0,7.0,0.4166666666666667,1,10.0,False,True,False,False,medium|broad|partial|mostly_late|persisted,1
BBB,2013B,388360,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-122.0,,7.0,81.71428571428571,0.2857142857142857,2.0,12,213.0,26.0,6.0,0.5833333333333334,1,30.0,False,False,False,False,medium|broad|partial|mostly_late|persisted,1
BBB,2013B,388410,F,Yorkshire Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,-21.0,,5.0,78.8,0.2,2.0,12,337.0,32.0,7.0,0.4166666666666667,1,10.0,False,True,True,False,medium|broad|partial|mostly_late|persisted,1
BBB,2013B,388484,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-68.0,,1.0,66.0,1.0,1.0,12,177.0,11.0,7.0,0.08333333333333333,1,0.0,False,True,True,False,medium|broad|partial|mostly_on_time|persisted,1
BBB,2013B,389369,M,Wales,A Level or Equivalent,10-20,0-35,0,120,N,Distinction,-19.0,,11.0,84.45454545454545,0.36363636363636365,2.0,12,896.0,88.0,7.0,0.9166666666666666,1,10.0,False,True,False,False,high|broad|complete|mostly_late|persisted,0
BBB,2013B,390220,F,South East Region,Lower Than A Level,60-70%,0-35,3,120,N,Pass,-16.0,,10.0,83.9,0.3,2.0,12,477.0,37.0,7.0,0.8333333333333334,1,60.0,False,False,True,True,medium|broad|complete|mostly_late|persisted,0
BBB,2013B,390442,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Distinction,-221.0,,11.0,87.36363636363636,0.09090909090909091,2.0,12,375.0,59.0,7.0,0.9166666666666666,1,90.0,True,False,False,False,medium|broad|complete|mostly_late|persisted,0
BBB,2013B,390461,F,East Anglian Region,HE Qualification,70-80%,35-55,0,90,N,Fail,-94.0,,6.0,60.833333333333336,0.5,2.0,12,230.0,18.0,6.0,0.5,1,70.0,False,False,False,False,medium|broad|partial|mostly_on_time|persisted,1
BBB,2013B,392213,F,East Anglian Region,Lower Than A Level,80-90%,0-35,1,120,N,Pass,-94.0,,11.0,74.45454545454545,0.5454545454545454,2.0,12,672.0,58.0,8.0,0.9166666666666666,1,80.0,False,False,True,True,high|broad|complete|mostly_on_time|persisted,0
BBB,2013B,392281,F,North Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,-44.0,195.0,3.0,71.0,0.0,2.0,12,580.0,40.0,9.0,0.25,0,10.0,False,True,False,False,high|broad|partial|mostly_late|withdrew,1
BBB,2013B,392428,F,South West Region,HE Qualification,20-30%,35-55,1,120,N,Pass,-24.0,,10.0,82.7,0.5,2.0,12,533.0,42.0,8.0,0.8333333333333334,1,20.0,False,True,False,True,high|broad|complete|mostly_on_time|persisted,0
BBB,2013B,392614,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,2,120,N,Fail,-46.0,,3.0,79.66666666666667,0.6666666666666666,2.0,12,106.0,22.0,6.0,0.25,1,20.0,False,True,False,True,medium|broad|partial|mostly_on_time|persisted,1
BBB,2013B,393327,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,2,120,Y,Withdrawn,-128.0,-109.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,90.0,True,False,False,True,none|none|none|none|withdrew,1
BBB,2013B,394956,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,1,195,N,Withdrawn,-134.0,31.0,0.0,0.0,0.0,0.0,12,53.0,10.0,6.0,0.0,0,60.0,False,False,False,True,low|broad|none|none|withdrew,1
BBB,2013B,395107,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,180,N,Withdrawn,-169.0,-2.0,0.0,0.0,0.0,0.0,12,10.0,1.0,5.0,0.0,0,70.0,False,False,True,False,low|moderate|none|none|withdrew,1
BBB,2013B,395229,F,South Region,Lower Than A Level,40-50%,0-35,1,330,Y,Fail,-123.0,,0.0,0.0,0.0,0.0,12,17.0,3.0,4.0,0.0,1,40.0,True,False,True,True,low|moderate|none|none|persisted,1
BBB,2013B,397118,F,North Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,-27.0,,10.0,80.9,0.4,2.0,12,1159.0,91.0,7.0,0.8333333333333334,1,20.0,False,True,True,False,high|broad|complete|mostly_late|persisted,0
BBB,2013B,397763,F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,60,Y,Withdrawn,-50.0,27.0,0.0,0.0,0.0,0.0,12,158.0,8.0,6.0,0.0,0,0.0,True,True,True,True,medium|broad|none|none|withdrew,1
BBB,2013B,398084,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-106.0,,11.0,77.72727272727273,0.5454545454545454,2.0,12,1338.0,69.0,8.0,0.9166666666666666,1,10.0,False,True,True,False,high|broad|complete|mostly_on_time|persisted,0
BBB,2013B,398949,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-30.0,-22.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,10.0,False,True,False,False,none|none|none|none|withdrew,1
BBB,2013B,398965,F,London Region,A Level or Equivalent,20-30%,0-35,1,120,Y,Withdrawn,-173.0,156.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,20.0,True,True,False,True,none|none|none|none|withdrew,1
BBB,2013B,399108,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-24.0,5.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,10.0,False,True,False,False,none|none|none|none|withdrew,1
BBB,2013B,399792,M,Scotland,HE Qualification,30-40%,0-35,2,150,Y,Fail,-24.0,,0.0,0.0,0.0,0.0,12,200.0,5.0,7.0,0.0,1,30.0,True,False,False,True,medium|broad|none|none|persisted,1
BBB,2013B,400049,F,London Region,A Level or Equivalent,40-50%,0-35,1,60,N,Fail,-43.0,,10.0,77.2,0.3,2.0,12,1328.0,81.0,9.0,0.8333333333333334,1,40.0,False,False,False,True,high|broad|complete|mostly_late|persisted,1
BBB,2013B,400469,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,1,60,N,Pass,-77.0,,11.0,76.9090909090909,0.5454545454545454,2.0,12,1424.0,100.0,7.0,0.9166666666666666,1,50.0,False,False,False,True,high|broad|complete|mostly_on_time|persisted,0
BBB,2013B,400474,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,120,N,Pass,-30.0,,11.0,90.81818181818181,0.5454545454545454,2.0,12,760.0,53.0,9.0,0.9166666666666666,1,80.0,False,False,False,False,high|broad|complete|mostly_on_time|persisted,0
BBB,2013B,400718,F,South Region,HE Qualification,50-60%,35-55,1,150,N,Withdrawn,-121.0,-106.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,50.0,False,False,False,True,none|none|none|none|withdrew,1
BBB,2013B,400894,F,Scotland,A Level or Equivalent,30-40%,0-35,1,120,N,Pass,-12.0,,9.0,64.44444444444444,0.2222222222222222,2.0,12,269.0,21.0,6.0,0.75,1,30.0,False,False,False,True,medium|broad|complete|mostly_late|persisted,0
BBB,2013B,401339,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-51.0,,11.0,94.27272727272727,0.45454545454545453,2.0,12,3771.0,218.0,7.0,0.9166666666666666,1,30.0,False,False,False,False,high|broad|complete|mostly_late|persisted,0
BBB,2013B,401349,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,-66.0,,11.0,93.27272727272727,0.5454545454545454,2.0,12,1439.0,119.0,9.0,0.9166666666666666,1,20.0,False,True,False,False,high|broad|complete|mostly_on_time|persisted,0
BBB,2013B,402660,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-36.0,27.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,50.0,False,False,True,False,none|none|none|none|withdrew,1
BBB,2013B,403093,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,Y,Pass,-23.0,,8.0,60.125,0.375,2.0,12,180.0,25.0,7.0,0.6666666666666666,1,40.0,True,False,True,False,medium|broad|partial|mostly_late|persisted,0
BBB,2013B,403191,M,West Midlands Region,HE Qualification,20-30%,35-55,0,60,N,Withdrawn,-18.0,27.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,20.0,False,True,False,False,none|none|none|none|withdrew,1
BBB,2013B,404022,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-30.0,,11.0,88.63636363636364,0.5454545454545454,2.0,12,2268.0,102.0,8.0,0.9166666666666666,1,30.0,False,False,False,False,high|broad|complete|mostly_on_time|persisted,0
BBB,2013B,404727,F,South Region,Lower Than A Level,70-80%,0-35,1,60,N,Fail,-97.0,,8.0,62.125,0.125,2.0,12,553.0,51.0,8.0,0.6666666666666666,1,70.0,False,False,True,True,high|broad|partial|mostly_late|persisted,1
BBB,2013B,405471,M,South East Region,Lower Than A Level,70-80%,0-35,1,120,N,Pass,-118.0,,11.0,83.18181818181819,0.5454545454545454,2.0,12,734.0,89.0,8.0,0.9166666666666666,1,70.0,False,False,True,True,high|broad|complete|mostly_on_time|persisted,0
BBB,2013B,405746,F,Ireland,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,-34.0,54.0,1.0,71.0,0.0,1.0,12,180.0,21.0,7.0,0.08333333333333333,0,20.0,False,True,True,False,medium|broad|partial|mostly_late|withdrew,1
BBB,2013B,405995,F,South East Region,A Level or Equivalent,30-40%,0-35,2,120,N,Pass,-54.0,,11.0,84.81818181818181,0.5454545454545454,2.0,12,966.0,63.0,7.0,0.9166666666666666,1,30.0,False,False,False,True,high|broad|complete|mostly_on_time|persisted,0
BBB,2013B,406311,M,Scotland,No Formal quals,30-40%,35-55,0,60,N,Fail,-99.0,,11.0,61.90909090909091,0.5454545454545454,2.0,12,330.0,29.0,6.0,0.9166666666666666,1,30.0,False,False,False,False,medium|broad|complete|mostly_on_time|persisted,1
BBB,2013B,406416,F,South West Region,HE Qualification,20-30%,0-35,0,120,N,Withdrawn,-68.0,68.0,2.0,50.0,1.0,1.0,12,116.0,9.0,5.0,0.16666666666666666,0,20.0,False,True,False,False,medium|moderate|partial|mostly_on_time|withdrew,1
BBB,2013B,406974,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,-95.0,165.0,8.0,91.375,0.5,2.0,12,948.0,61.0,8.0,0.6666666666666666,0,10.0,False,True,False,False,high|broad|partial|mostly_on_time|withdrew,1
BBB,2013B,408112,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,Y,Pass,-36.0,,9.0,85.11111111111111,0.3333333333333333,2.0,12,542.0,50.0,8.0,0.75,1,10.0,True,True,True,False,high|broad|complete|mostly_late|persisted,0
BBB,2013B,409662,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-94.0,,11.0,81.81818181818181,0.5454545454545454,2.0,12,1051.0,78.0,8.0,0.9166666666666666,1,60.0,False,False,True,False,high|broad|complete|mostly_on_time|persisted,0
BBB,2013B,410739,F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,120,N,Pass,-92.0,,10.0,75.8,0.4,2.0,12,757.0,61.0,8.0,0.8333333333333334,1,80.0,False,False,True,False,high|broad|complete|mostly_late|persisted,0
BBB,2013B,411197,F,Yorkshire Region,A Level or Equivalent,70-80%,35-55,2,60,N,Fail,-29.0,,3.0,100.0,1.0,1.0,12,104.0,13.0,6.0,0.25,1,70.0,False,False,False,True,medium|broad|partial|mostly_on_time|persisted,1
BBB,2013B,412407,M,South East Region,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,-34.0,,10.0,89.0,0.5,2.0,12,1204.0,102.0,7.0,0.8333333333333334,1,30.0,False,False,False,True,high|broad|complete|mostly_on_time|persisted,0
BBB,2013B,412654,M,Scotland,A Level or Equivalent,20-30%,0-35,1,60,N,Pass,-66.0,,10.0,86.6,0.5,2.0,12,352.0,52.0,7.0,0.8333333333333334,1,20.0,False,True,False,True,medium|broad|complete|mostly_on_time|persisted,0
BBB,2013B,413984,F,London Region,Lower Than A Level,30-40%,0-35,1,60,N,Pass,-18.0,,11.0,84.0,0.45454545454545453,2.0,12,508.0,43.0,7.0,0.9166666666666666,1,30.0,False,False,True,True,high|broad|complete|mostly_late|persisted,0
BBB,2013B,414958,F,South Region,A Level or Equivalent,80-90%,0-35,1,60,N,Pass,-123.0,,11.0,87.36363636363636,0.36363636363636365,2.0,12,385.0,31.0,8.0,0.9166666666666666,1,80.0,False,False,False,True,medium|broad|complete|mostly_late|persisted,0
BBB,2013B,415548,F,North Western Region,Lower Than A Level,70-80%,35-55,1,90,N,Withdrawn,-46.0,-29.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,70.0,False,False,True,True,none|none|none|none|withdrew,1
BBB,2013B,415716,F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,-30.0,,11.0,85.81818181818181,0.45454545454545453,2.0,12,885.0,50.0,6.0,0.9166666666666666,1,60.0,False,False,False,False,high|broad|complete|mostly_late|persisted,0
BBB,2013B,415760,F,West Midlands Region,Lower Than A Level,40-50%,0-35,1,180,N,Pass,-4.0,,8.0,90.375,0.0,2.0,12,205.0,27.0,6.0,0.6666666666666666,1,40.0,False,False,True,True,medium|broad|partial|mostly_late|persisted,0
BBB,2013B,416007,F,Scotland,A Level or Equivalent,70-80%,0-35,2,120,N,Pass,-87.0,,10.0,78.1,0.3,2.0,12,1387.0,78.0,9.0,0.8333333333333334,1,70.0,False,False,False,True,high|broad|complete|mostly_late|persisted,0
BBB,2013B,416314,M,North Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-65.0,,3.0,65.66666666666667,0.6666666666666666,2.0,12,344.0,25.0,6.0,0.25,1,10.0,False,True,True,False,medium|broad|partial|mostly_on_time|persisted,1
BBB,2013B,416654,F,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-16.0,,10.0,78.1,0.4,2.0,12,2113.0,140.0,9.0,0.8333333333333334,1,50.0,False,False,False,False,high|broad|complete|mostly_late|persisted,0
BBB,2013B,417462,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,60,N,Fail,-25.0,,2.0,72.5,1.0,1.0,12,16.0,4.0,4.0,0.16666666666666666,1,40.0,False,False,False,True,low|moderate|partial|mostly_on_time|persisted,1
BBB,2013B,418065,M,North Region,A Level or Equivalent,10-20,35-55,0,60,N,Withdrawn,-29.0,87.0,1.0,55.0,1.0,1.0,12,122.0,8.0,5.0,0.08333333333333333,0,10.0,False,True,False,False,medium|moderate|partial|mostly_on_time|withdrew,1
BBB,2013B,418325,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-8.0,,11.0,78.0,0.5454545454545454,2.0,12,1698.0,91.0,7.0,0.9166666666666666,1,0.0,False,True,True,False,high|broad|complete|mostly_on_time|persisted,0
BBB,2013B,420604,F,Scotland,A Level or Equivalent,60-70%,35-55,2,120,N,Fail,-15.0,,7.0,81.0,0.42857142857142855,2.0,12,119.0,11.0,6.0,0.5833333333333334,1,60.0,False,False,False,True,medium|broad|partial|mostly_late|persisted,1
BBB,2013B,421205,F,Wales,Lower Than A Level,70-80%,0-35,0,180,N,Fail,-44.0,,6.0,66.5,0.5,2.0,12,225.0,29.0,7.0,0.5,1,70.0,False,False,True,False,medium|broad|partial|mostly_on_time|persisted,1
BBB,2013B,422070,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,1,90,N,Fail,-16.0,,8.0,66.875,0.5,2.0,12,202.0,19.0,7.0,0.6666666666666666,1,50.0,False,False,False,True,medium|broad|partial|mostly_on_time|persisted,1
BBB,2013B,422752,F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,Y,Withdrawn,-44.0,30.0,0.0,0.0,0.0,0.0,12,140.0,3.0,5.0,0.0,0,30.0,True,False,True,False,medium|moderate|none|none|withdrew,1
BBB,2013B,423314,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Fail,-44.0,,3.0,69.33333333333333,0.6666666666666666,2.0,12,298.0,42.0,7.0,0.25,1,30.0,False,False,False,False,medium|broad|partial|mostly_on_time|persisted,1
BBB,2013B,423317,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-42.0,38.0,0.0,0.0,0.0,0.0,12,8.0,2.0,3.0,0.0,0,20.0,False,True,True,False,low|moderate|none|none|withdrew,1
